GNAF_PID,LONGITUDE,LATITUDE,FULL_ADDRESS,LOCALITY,POSTCODE,STATE,RELIABILITY,IAG_COORDINATE,SOURCE_TYPE,AVERAGE_ANNUAL_DAMAGE,FLOOD_FREQUENCY
GANSW706145239,153.52957238,-28.17777872,"UNIT 4, 2 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135016,153.53096212,-28.18476473,"UNIT 5, 28 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706105808,153.53336071,-28.18230641,"UNIT 1, 16 ALVA STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW716897428,153.53172024,-28.18570111,"UNIT 5, 18 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145230,153.52986288,-28.17801501,"UNIT 1, 6 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW717377497,153.53360755,-28.17722912,"UNIT 2A, 50 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144743,153.53296348,-28.17846525,13 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706164837,153.52841748,-28.18094929,10 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW717559562,153.53108739,-28.17722223,"UNIT 1, 7 MURRABA CRESCENT",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW715966670,153.53172024,-28.18570111,"UNIT 5, 16-18 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712322474,153.53003081,-28.17615556,"UNIT 1, 25 MURRABA CRESCENT",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706113115,153.53318261,-28.18321873,4 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145515,153.53402945,-28.17888341,"UNIT 1, 36 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141512,153.53360755,-28.17722912,"UNIT 2, 50 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135327,153.52926601,-28.18150799,21 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145253,153.53222486,-28.18373329,11 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706172984,153.52945433,-28.17583228,1 MILES STREET,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145229,153.52989923,-28.17729442,5 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717199693,153.53437563,-28.18433098,"UNIT 1, 13 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145271,153.53182867,-28.17691492,1 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706178999,153.52671265,-28.18419944,3 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706175107,153.52878071,-28.18467605,"UNIT 1, 98 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706172994,153.52967661,-28.17676189,21 MILES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155044,153.53217867,-28.17790779,5 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145562,153.53299536,-28.17723687,10 THE JIB,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707604865,153.53219727,-28.17717903,6 KENT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706171837,153.52647402,-28.18490817,86 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706179259,153.53108517,-28.17967892,10 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706185819,153.53344491,-28.17884060,27 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134982,153.53087851,-28.17820265,"UNIT 1, 16 MUGGA WAY",TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW712255918,153.53205851,-28.18342442,61A THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145270,153.53014265,-28.17748954,9 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707620903,153.53005991,-28.17805451,8 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141518,153.53327372,-28.18170502,8 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW716897429,153.53172024,-28.18570111,"UNIT 6, 18 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145569,153.53306075,-28.17744924,8 THE JIB,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712300882,153.53173116,-28.18500572,"UNIT 4, 15 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165314,153.53129696,-28.18370002,71 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141596,153.53192109,-28.18494091,13 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155532,153.53047495,-28.17585843,22 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145261,153.53159928,-28.18395953,19 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706137813,153.52896032,-28.17831045,"UNIT 1, 10 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706145564,153.53276801,-28.17719482,12 THE JIB,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706164840,153.52819341,-28.18148635,13 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141587,153.53309409,-28.18451656,1 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141508,153.53384619,-28.17767273,46 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145258,153.53194144,-28.18441646,16 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706105814,153.53337970,-28.18205008,18 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141501,153.53327594,-28.17782596,37 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712280395,153.52949302,-28.18479618,"UNIT 1, 89 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135244,153.53164672,-28.17923355,5 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145243,153.53128528,-28.17826817,"UNIT 4, 20 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706179002,153.52717551,-28.18612965,32 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706185816,153.53380676,-28.18010567,24 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145242,153.53128528,-28.17826817,"UNIT 3, 20 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW717777189,153.53172024,-28.18570111,"UNIT 4, 16-18 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW716406492,153.53266382,-28.18093345,"UNIT 2, 1 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185825,153.53391832,-28.17949327,30 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706172979,153.52683986,-28.18485120,40 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706135252,153.53041797,-28.18089884,12 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144748,153.53211248,-28.17983927,18 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148110,153.52936785,-28.17751219,"UNIT 3, 2 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706165441,153.53116407,-28.18520621,"UNIT 5, 21 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155531,153.53006497,-28.17650758,21 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135013,153.53096212,-28.18476473,"UNIT 2, 28 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144794,153.53182971,-28.18351683,65 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706172996,153.52945433,-28.17583228,3 MILES STREET,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141628,153.53026909,-28.17811099,"UNIT 5, 10 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144483,153.53010299,-28.18494891,"UNIT 2, 101 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706151886,153.52983398,-28.18570732,"UNIT 1, 33 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706145584,153.53110185,-28.18227374,4 THE MAINBRACE,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,M
GANSW706158002,153.52735075,-28.18438819,15 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144480,153.52904502,-28.18474499,"UNIT 2, 100 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145590,153.53186791,-28.17765933,1 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706148112,153.52936785,-28.17751219,"UNIT 5, 2 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706141485,153.52716962,-28.18249922,42 PARKES DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164847,153.52781366,-28.18087761,2 COMPASS WAY,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW712336532,153.52584743,-28.18496653,"UNIT 2, 95 DUCAT STREET",TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,H,H
GANSW706164842,153.52805814,-28.18181058,15 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718691104,153.53070382,-28.17720236,"UNIT 2, 11 MURRABA CRESCENT",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706182096,153.52637541,-28.18439618,82 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW712300968,153.52943662,-28.18519808,"UNIT 2, 91 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706182208,153.53360390,-28.18478568,41 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165434,153.53135068,-28.18514806,"UNIT 9, 19 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706164843,153.52800347,-28.18198218,16 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706099740,153.53073587,-28.18525046,1 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144772,153.53214807,-28.18179271,"UNIT 2, 45 THE QUARTERDECK",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706148817,153.53263311,-28.18075915,"UNIT 1, 37 THE QUARTERDECK",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185508,153.52918255,-28.18334166,21 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706161567,153.52655909,-28.18291970,64 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706151885,153.53008208,-28.18623111,32 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706164828,153.52976904,-28.18524219,"UNIT 2, 97 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706172990,153.52968570,-28.17644586,17 MILES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706168233,153.52892457,-28.18563931,"UNIT 2, 88 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706165445,153.53116407,-28.18520621,"UNIT 9, 21 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706179264,153.53070215,-28.17909720,15 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706155537,153.53019121,-28.17538562,28 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145231,153.53087851,-28.17820265,"UNIT 4, 16 MUGGA WAY",TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW717929847,153.53112890,-28.18413139,"UNIT 2, 25 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145491,153.53369569,-28.18071498,18 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706182092,153.52905026,-28.17814012,"UNIT 2, 8 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706105818,153.53250689,-28.18327354,3 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145256,153.53210610,-28.18436481,14 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141489,153.52762584,-28.18279665,48 PARKES DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718009352,153.53249228,-28.18473530,"UNIT 6, 7 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151884,153.53002559,-28.18562947,31 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706179008,153.52704639,-28.18582031,34 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706185824,153.53288400,-28.18108567,3 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712354754,153.53326958,-28.18285375,3A SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706179012,153.52690543,-28.18518106,38 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144769,153.53220219,-28.18163053,43 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144798,153.53096148,-28.18385710,75 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712300883,153.53145938,-28.18544453,2 MARGARET STREET,TWEED HEADS,2485,NSW,4,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706168592,153.52709785,-28.18164184,50 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718012895,153.53243273,-28.17785319,14 THE JIB,TWEED HEADS,2485,NSW,4,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706175698,153.53135068,-28.18514806,"UNIT 2, 19 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135027,153.53257188,-28.18420072,8 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145235,153.53099461,-28.17764944,19 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185822,153.53288400,-28.18108567,"UNIT 1, 3 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718009351,153.53249228,-28.18473530,"UNIT 5, 7 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141500,153.53402945,-28.17888341,36 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145583,153.53122518,-28.18179948,3 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144488,153.52897323,-28.18414848,62 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706155541,153.53123101,-28.17648429,6 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135025,153.53272103,-28.18412773,6 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144792,153.53201822,-28.18309638,61 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706172987,153.52971636,-28.17614177,"UNIT 2, 13 MILES STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706113117,153.53303456,-28.18303847,"UNIT 1, 6 ALVA STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151351,153.53276384,-28.18532099,51 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135240,153.53322613,-28.18003132,15 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706158001,153.52731657,-28.18421510,14 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718267939,153.52759657,-28.18290620,48A PARKES DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144767,153.53221255,-28.18144581,41 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135254,153.53019345,-28.18087224,14 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706151880,153.53046390,-28.18610190,28 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706144469,153.53402516,-28.18401599,84 CHARLES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145263,153.53162631,-28.18452888,20 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706179006,153.52704639,-28.18582031,"UNIT 1, 34 MERIDIAN WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712347611,153.52666459,-28.18348421,7B MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712309339,153.53108219,-28.17823955,"UNIT 1, 18 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145586,153.53086196,-28.18227462,6 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW707673754,153.53154212,-28.18507799,17 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718865424,153.53309409,-28.18451656,"UNIT 5, 1 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706105801,153.53236722,-28.18259183,11 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145537,153.53045892,-28.18221662,10 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145511,153.53399267,-28.17908488,"UNIT 1, 34 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134212,153.52924414,-28.17769736,"UNIT 6, 4 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706148111,153.52936785,-28.17751219,"UNIT 4, 2 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW717777188,153.53172024,-28.18570111,"UNIT 2, 16-18 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141595,153.53192109,-28.18494091,"UNIT 6, 13 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW715473437,153.53287559,-28.18459561,"UNIT 1, 3 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706162053,153.52798645,-28.18045970,4 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706134743,153.52668147,-28.18403749,4 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW717199699,153.53437563,-28.18433098,"UNIT 4, 13 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706113122,153.53231025,-28.18276286,9 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145530,153.53219727,-28.17717903,"UNIT 2, 6 KENT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144761,153.53136243,-28.18266065,38 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135022,153.53314948,-28.18362591,3 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134208,153.52924414,-28.17769736,"UNIT 2, 4 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706175727,153.53230133,-28.18480372,"UNIT 1, 9 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712336523,153.52671082,-28.18606872,"SHOP 1, 100 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148805,153.53283020,-28.17978015,27 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718691106,153.52978922,-28.17547461,31 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717301859,153.53407059,-28.18442673,"UNIT 3, 35 KENNEDY DRIVE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135264,153.53152382,-28.18052979,3 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164726,153.53076802,-28.18629729,71 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW718865425,153.53309409,-28.18451656,"UNIT 6, 1 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706172995,153.52970385,-28.17691409,23 MILES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706158000,153.52728054,-28.18404051,13 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141510,153.53311742,-28.18111192,5 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706148809,153.53168163,-28.18131712,30 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706105812,153.53337970,-28.18205008,"UNIT 1, 18 ALVA STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712300879,153.53173116,-28.18500572,"UNIT 8, 15 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706148109,153.52936785,-28.17751219,"UNIT 2, 2 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706172986,153.52971636,-28.17614177,"UNIT 1, 13 MILES STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
