GNAF_PID,LONGITUDE,LATITUDE,FULL_ADDRESS,LOCALITY,POSTCODE,STATE,RELIABILITY,IAG_COORDINATE,SOURCE_TYPE,AVERAGE_ANNUAL_DAMAGE,FLOOD_FREQUENCY
GANSW706141443,153.52961195,-28.18669542,87 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW712343506,153.53108219,-28.17823955,"UNIT 4, 18 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706182207,153.53378143,-28.18469539,39 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706158368,153.52671136,-28.18258152,62 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706135258,153.52973112,-28.18084342,18 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144489,153.52881018,-28.18408597,64 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135265,153.53126066,-28.18099724,4 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145528,153.53144816,-28.17734964,5 KENT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135267,153.53102336,-28.18098594,6 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706171843,153.52584743,-28.18496653,95 DUCAT STREET,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,H,H
GANSW706175108,153.52878071,-28.18467605,"UNIT 2, 98 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706155483,153.52986288,-28.17801501,6 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135251,153.53071651,-28.18041226,11 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706105800,153.53294839,-28.18270240,10 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185514,153.52998420,-28.18321405,6 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706151348,153.53302149,-28.18532386,49 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW715469388,153.53399267,-28.17908488,34B LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141515,153.53308118,-28.18082143,7 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135256,153.52994507,-28.18089819,16 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706178992,153.52799219,-28.18601720,"UNIT 3, 25 MERIDIAN WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135326,153.52931097,-28.18212263,20 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW717528796,153.53021373,-28.18556131,"UNIT 1, 29 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706182206,153.53397351,-28.18462219,37 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135023,153.53288174,-28.18411823,4 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185506,153.53021218,-28.18360347,2 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148139,153.53035918,-28.18461645,9 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145526,153.53136582,-28.17748688,3 KENT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706168226,153.52830670,-28.18474201,76 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145589,153.53060623,-28.18171075,9 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145225,153.52968993,-28.17795104,"UNIT 4, 4 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706162049,153.52745721,-28.18171934,23 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712343504,153.53108219,-28.17823955,"UNIT 2, 18 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164844,153.52792203,-28.18215498,17 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712276604,153.53243273,-28.17785319,9 THE JIB,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134981,153.53062796,-28.17759905,15 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706162047,153.52728268,-28.18212930,21 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145529,153.53219727,-28.17717903,"UNIT 1, 6 KENT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706179011,153.52693766,-28.18534106,37 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135266,153.53132423,-28.18050074,5 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148810,153.53276634,-28.18017724,31 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155051,153.52956541,-28.18414521,56 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706165468,153.53393251,-28.18253730,"UNIT 4, 4 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707680453,153.52967002,-28.17660106,19 MILES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717930593,153.53249016,-28.17678971,13 THE JIB,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707666748,153.52957238,-28.17777872,2 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712280397,153.52943662,-28.18519808,"UNIT 1, 91 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706185505,153.52939419,-28.18333742,19 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706151881,153.53021373,-28.18556131,29 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164721,153.53200687,-28.18592885,63 KENNEDY DRIVE,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW715481984,153.53048619,-28.18491946,5 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134978,153.53047131,-28.17815353,"UNIT 4, 12 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145563,153.53280331,-28.17692629,11 THE JIB,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151347,153.53318711,-28.18520050,47 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706182205,153.53407059,-28.18442673,35 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706168272,153.52786575,-28.18588185,24 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706151359,153.53242997,-28.18556836,55 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135270,153.53091917,-28.18044176,9 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706157999,153.52726291,-28.18385643,12 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144479,153.52904502,-28.18474499,"UNIT 1, 100 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706165462,153.53454292,-28.18460617,17 SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141626,153.53026909,-28.17811099,"UNIT 3, 10 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145259,153.53175307,-28.18390391,17 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151890,153.52971231,-28.18582324,35 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718865422,153.53309409,-28.18451656,"UNIT 3, 1 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717199696,153.53446088,-28.18445426,"UNIT 2, 15 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155050,153.53198487,-28.18259318,55 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706171840,153.52656892,-28.18538650,92 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141963,153.52558578,-28.18539003,111 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,H
GANSW706134203,153.52770995,-28.18040538,36 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141632,153.53047131,-28.17815353,"UNIT 2, 12 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141519,153.53311751,-28.18062321,9 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145272,153.53095052,-28.17658714,10 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706148787,153.53270802,-28.17830399,11 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134210,153.52924414,-28.17769736,"UNIT 4, 4 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706113116,153.53243327,-28.18310788,5 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706168271,153.52773822,-28.18575791,23 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145493,153.53253021,-28.18156307,2 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718417339,153.53045653,-28.17757366,13A MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706164723,153.53111891,-28.18610466,67 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706172992,153.52967002,-28.17660106,"UNIT 2, 19 MILES STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185815,153.53337243,-28.17923556,23 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135007,153.53128318,-28.18407384,23 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW715469387,153.53399267,-28.17908488,34A LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706172998,153.52945433,-28.17583228,7 MILES STREET,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,L,L
GANSW712399921,153.53399095,-28.18282350,4A SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145567,153.53300322,-28.17768371,6 THE JIB,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144756,153.53289187,-28.17938819,23 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706113121,153.53290997,-28.18285928,8 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706157998,153.52725957,-28.18366992,11 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141440,153.53041102,-28.18646586,75 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706135232,153.53266382,-28.18093345,1 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706137825,153.52877153,-28.17863350,14 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706145490,153.53326284,-28.17983212,17 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144766,153.53132225,-28.18283866,40 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718691105,153.52970962,-28.17564437,29 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155047,153.53040360,-28.18355343,52 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164832,153.52878071,-28.18467605,98 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712295720,153.53395555,-28.17928978,"UNIT 2, 32 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151889,153.52984195,-28.18626007,34 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW712313918,153.53055104,-28.18505943,3-5 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165250,153.53230133,-28.18480372,9 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165459,153.53345280,-28.18254515,1 SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135010,153.53114600,-28.18470526,26 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706179258,153.53211975,-28.17935752,1 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706168590,153.52716335,-28.18148497,48 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706182089,153.52631127,-28.18407245,78 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706144771,153.53214807,-28.18179271,"UNIT 1, 45 THE QUARTERDECK",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145238,153.52957238,-28.17777872,"UNIT 3, 2 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718018047,153.53437563,-28.18433098,13 SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706179003,153.52710401,-28.18597229,"UNIT 1, 33 MERIDIAN WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145274,153.53078032,-28.17658728,12 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW716334677,153.53172024,-28.18570111,16 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144789,153.53194964,-28.18292633,59 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155526,153.53011455,-28.17690570,17 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165313,153.53265276,-28.17802167,7 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717199697,153.53437563,-28.18433098,"UNIT 3, 13 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145582,153.52914063,-28.18174938,23 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141592,153.53192109,-28.18494091,"UNIT 3, 13 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW715464399,153.53328443,-28.18509257,45B KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144770,153.53112209,-28.18317097,44 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148788,153.53229964,-28.17889406,12 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141590,153.53192109,-28.18494091,"UNIT 1, 13 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706164714,153.53219954,-28.18553224,57 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164722,153.53148891,-28.18591035,65 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706171838,153.52650629,-28.18506907,88 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706165443,153.53116407,-28.18520621,"UNIT 7, 21 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712336528,153.52671082,-28.18606872,"SHOP 6, 100 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141661,153.53113745,-28.17662467,8 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144487,153.53025648,-28.18508649,103 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135237,153.53361428,-28.18116300,"UNIT 1, 14 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706137816,153.52671082,-28.18606872,100 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706171790,153.52690351,-28.18210720,56 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706162058,153.52849256,-28.18077826,9 COMPASS WAY,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW712336525,153.52671082,-28.18606872,"SHOP 3, 100 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145232,153.53087851,-28.17820265,"UNIT 5, 16 MUGGA WAY",TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141505,153.53410242,-28.17846412,40 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155539,153.53140841,-28.17644972,4 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707663382,153.53214807,-28.18179271,45 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707604867,153.53360755,-28.17722912,50 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135028,153.53238311,-28.18368794,9 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151892,153.53268108,-28.18465905,"UNIT 1, 5 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165451,153.53064600,-28.18599747,26 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706145542,153.53000875,-28.18162509,15 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145223,153.52968993,-28.17795104,"UNIT 2, 4 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706155525,153.53073183,-28.17630461,16 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165463,153.53380470,-28.18217094,2 SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW716890003,153.53313890,-28.18339724,"UNIT 2, 2 ALVA STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717559563,153.53108739,-28.17722223,"UNIT 2, 7 MURRABA CRESCENT",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717484003,153.53393251,-28.18253730,"UNIT 6, 4 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712295707,153.53173116,-28.18500572,"UNIT 5, 15 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155538,153.53156734,-28.17691055,3 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165436,153.53139102,-28.18569863,20 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706155060,153.52965984,-28.18470638,87 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706185828,153.53342115,-28.17825016,33 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706168232,153.52892457,-28.18563931,"UNIT 1, 88 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706172983,153.52728067,-28.18329857,9 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164846,153.52775654,-28.18247360,19 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712336536,153.52590165,-28.18525188,"UNIT 1, 101 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706155058,153.52997413,-28.18454994,83 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145250,153.53331863,-28.18364842,"UNIT 2, 1 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155048,153.53202541,-28.18242784,53 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718009348,153.53249228,-28.18473530,"UNIT 2, 7 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151883,153.53026100,-28.18612979,30 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706145540,153.53019978,-28.18165247,13 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135250,153.53061744,-28.18092754,10 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148818,153.53263311,-28.18075915,"UNIT 2, 37 THE QUARTERDECK",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141490,153.52754564,-28.18301539,50 PARKES DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706158364,153.52913755,-28.17793758,"UNIT 6, 6 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706135008,153.53131691,-28.18465511,24 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141662,153.53088119,-28.17720834,9 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165439,153.53116407,-28.18520621,"UNIT 3, 21 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706162056,153.52859135,-28.18031330,7 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706165437,153.53116407,-28.18520621,"UNIT 1, 21 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145581,153.52914866,-28.18199798,22 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712363152,153.53045653,-28.17757366,"UNIT 2, 13 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141484,153.52552094,-28.18257790,41 PARKES DRIVE,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144802,153.53028563,-28.18434428,81A THE QUARTERDECK,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,L
